index,gm_code,municipality,gender,age_group,education,vote_2030
957,GM1978    ,Molenlanden,male,25-35,"Havo, vwo, mbo2-4",BBB
958,GM0637    ,Zoetermeer,female,65-75,"Havo, vwo, mbo2-4",CDA
959,GM0363    ,Amsterdam,male,15-25,"Havo, vwo, mbo2-4",D66
960,GM0014    ,Groningen (gemeente),female,45-55,"Hbo-, wo-bachelor",D66
961,GM0518    ,'s-Gravenhage (gemeente),female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
962,GM0222    ,Doetinchem,female,55-65,Basisonderwijs,50PLUS
963,GM0579    ,Oegstgeest,female,25-35,"Hbo-, wo-bachelor",D66
964,GM0855    ,Tilburg,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
965,GM0599    ,Rotterdam,female,65-75,"Hbo-, wo-master, doctor",D66
966,GM0484    ,Alphen aan den Rijn,female,25-35,"Hbo-, wo-bachelor",D66
967,GM0034    ,Almere,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
968,GM1669    ,Roerdalen,female,45-55,"Havo, vwo, mbo2-4",CDA
969,GM0363    ,Amsterdam,female,35-45,"Hbo-, wo-master, doctor",D66
970,GM0313    ,Bunschoten,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
971,GM0453    ,Velsen,male,35-45,"Havo, vwo, mbo2-4",VVD
972,GM0599    ,Rotterdam,male,25-35,"Havo, vwo, mbo2-4",D66
973,GM1911    ,Hollands Kroon,male,35-45,"Hbo-, wo-bachelor",VVD
974,GM0599    ,Rotterdam,female,65-75,"Hbo-, wo-bachelor",D66
975,GM0983    ,Venlo,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
976,GM1931    ,Krimpenerwaard,female,25-35,"Havo, vwo, mbo2-4",VVD
977,GM0200    ,Apeldoorn,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
978,GM0687    ,Middelburg (Z.),male,15-25,"Hbo-, wo-master, doctor",D66
979,GM0118    ,Hoogeveen,female,55-65,"Hbo-, wo-bachelor",CDA
980,GM0275    ,Rheden,female,25-35,"Hbo-, wo-bachelor",D66
981,GM0642    ,Zwijndrecht,male,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
982,GM0855    ,Tilburg,female,65-75,Basisonderwijs,CDA
983,GM0299    ,Zevenaar,male,65-75,"Hbo-, wo-bachelor",VVD
984,GM0718    ,Vlissingen,female,35-45,"Havo, vwo, mbo2-4",VVD
985,GM0599    ,Rotterdam,female,45-55,"Hbo-, wo-master, doctor",D66
986,GM0826    ,Oosterhout,female,45-55,Basisonderwijs,CDA
987,GM0358    ,Aalsmeer,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",BBB
988,GM1783    ,Westland,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
989,GM0243    ,Harderwijk,female,35-45,"Havo, vwo, mbo2-4",D66
990,GM1714    ,Sluis,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",BBB
991,GM0268    ,Nijmegen,male,25-35,"Hbo-, wo-bachelor",D66
992,GM1621    ,Lansingerland,male,65-75,"Havo, vwo, mbo2-4",CDA
993,GM0228    ,Ede,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
994,GM0202    ,Arnhem,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
995,GM1581    ,Utrechtse Heuvelrug,female,15-25,"Havo, vwo, mbo2-4",D66
996,GM0202    ,Arnhem,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
997,GM0148    ,Dalfsen,female,45-55,"Havo, vwo, mbo2-4",CDA
998,GM1509    ,Oude IJsselstreek,male,45-55,"Havo, vwo, mbo2-4",VVD
999,GM0203    ,Barneveld,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1000,GM0392    ,Haarlem,male,45-55,"Hbo-, wo-bachelor",D66
1001,GM0150    ,Deventer,male,25-35,"Hbo-, wo-bachelor",D66
1002,GM0384    ,Diemen,female,35-45,"Havo, vwo, mbo2-4",D66
1003,GM1955    ,Montferland,female,65-75,"Havo, vwo, mbo2-4",50PLUS
1004,GM0772    ,Eindhoven,female,55-65,Basisonderwijs,50PLUS
1005,GM0784    ,Gilze en Rijen,female,55-65,"Hbo-, wo-bachelor",CDA
1006,GM0794    ,Helmond,male,25-35,Basisonderwijs,Did not vote
1007,GM0772    ,Eindhoven,male,35-45,"Hbo-, wo-master, doctor",D66
1008,GM1961    ,Vijfheerenlanden,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",BBB
1009,GM0228    ,Ede,female,35-45,"Hbo-, wo-master, doctor",D66
1010,GM0599    ,Rotterdam,male,15-25,"Hbo-, wo-bachelor",D66
1011,GM1699    ,Noordenveld,male,65-75,"Hbo-, wo-bachelor",VVD
1012,GM0441    ,Schagen,female,55-65,"Havo, vwo, mbo2-4",CDA
1013,GM0772    ,Eindhoven,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1014,GM0984    ,Venray,male,55-65,"Havo, vwo, mbo2-4",BBB
1015,GM0855    ,Tilburg,female,45-55,"Hbo-, wo-master, doctor",D66
1016,GM0246    ,Heerde,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1017,GM0772    ,Eindhoven,male,45-55,"Havo, vwo, mbo2-4",VVD
1018,GM0034    ,Almere,female,25-35,"Havo, vwo, mbo2-4",D66
1019,GM0785    ,Goirle,female,65-75,"Havo, vwo, mbo2-4",CDA
1020,GM0928    ,Kerkrade,female,55-65,"Hbo-, wo-bachelor",CDA
1021,GM1783    ,Westland,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",BBB
1022,GM0202    ,Arnhem,female,35-45,"Havo, vwo, mbo2-4",D66
1023,GM0034    ,Almere,male,35-45,"Hbo-, wo-bachelor",VVD
1024,GM0203    ,Barneveld,female,65-75,"Havo, vwo, mbo2-4",CDA
1025,GM0014    ,Groningen (gemeente),male,45-55,"Hbo-, wo-master, doctor",D66
1026,GM0823    ,Oirschot,male,15-25,"Havo, vwo, mbo2-4",Did not vote
1027,GM0664    ,Goes,male,45-55,"Hbo-, wo-master, doctor",D66
1028,GM0797    ,Heusden,male,65-75,"Hbo-, wo-bachelor",CDA
1029,GM0441    ,Schagen,female,65-75,"Havo, vwo, mbo2-4",50PLUS
1030,GM0344    ,Utrecht (gemeente),female,15-25,"Hbo-, wo-bachelor",D66
1031,GM0268    ,Nijmegen,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1032,GM0344    ,Utrecht (gemeente),female,15-25,Basisonderwijs,Did not vote
1033,GM0281    ,Tiel,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1034,GM0160    ,Hardenberg,male,55-65,"Havo, vwo, mbo2-4",BBB
1035,GM0546    ,Leiden,male,25-35,"Hbo-, wo-bachelor",D66
1036,GM1783    ,Westland,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1037,GM0307    ,Amersfoort,male,55-65,"Hbo-, wo-bachelor",VVD
1038,GM1963    ,Hoeksche Waard,male,25-35,"Havo, vwo, mbo2-4",BBB
1039,GM0637    ,Zoetermeer,male,35-45,"Havo, vwo, mbo2-4",VVD
1040,GM0794    ,Helmond,male,15-25,Basisonderwijs,Did not vote
1041,GM0518    ,'s-Gravenhage (gemeente),male,15-25,Basisonderwijs,Did not vote
1042,GM0784    ,Gilze en Rijen,female,55-65,"Hbo-, wo-master, doctor",D66
1043,GM0310    ,De Bilt,male,65-75,"Havo, vwo, mbo2-4",50PLUS
1044,GM0758    ,Breda,male,55-65,Basisonderwijs,CDA
1045,GM0777    ,Etten-Leur,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1046,GM1948    ,Meierijstad,male,25-35,"Hbo-, wo-bachelor",D66
1047,GM0622    ,Vlaardingen,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",SP
1048,GM0882    ,Landgraaf,female,55-65,"Havo, vwo, mbo2-4",CDA
1049,GM1674    ,Roosendaal,female,25-35,"Hbo-, wo-master, doctor",D66
1050,GM0546    ,Leiden,female,15-25,"Havo, vwo, mbo2-4",D66
1051,GM1963    ,Hoeksche Waard,female,35-45,"Havo, vwo, mbo2-4",VVD
1052,GM0141    ,Almelo,female,35-45,"Havo, vwo, mbo2-4",VVD
1053,GM1900    ,Súdwest-Fryslân,female,35-45,"Hbo-, wo-bachelor",D66
1054,GM1676    ,Schouwen-Duiveland,female,55-65,"Havo, vwo, mbo2-4",CDA
1055,GM0546    ,Leiden,female,15-25,"Hbo-, wo-bachelor",D66
1056,GM0718    ,Vlissingen,female,45-55,"Hbo-, wo-bachelor",VVD
1057,GM0384    ,Diemen,female,35-45,"Hbo-, wo-master, doctor",D66
1058,GM0392    ,Haarlem,female,55-65,"Hbo-, wo-master, doctor",D66
1059,GM0599    ,Rotterdam,female,25-35,"Havo, vwo, mbo2-4",D66
1060,GM1734    ,Overbetuwe,male,25-35,"Havo, vwo, mbo2-4",VVD
1061,GM0202    ,Arnhem,male,15-25,Basisonderwijs,Did not vote
1062,GM0392    ,Haarlem,female,55-65,"Hbo-, wo-bachelor",D66
1063,GM1728    ,Bladel,female,45-55,"Havo, vwo, mbo2-4",CDA
1064,GM1959    ,Altena,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1065,GM1655    ,Halderberge,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1066,GM1728    ,Bladel,female,35-45,"Havo, vwo, mbo2-4",CDA
1067,GM1959    ,Altena,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1068,GM0345    ,Veenendaal,male,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1069,GM0344    ,Utrecht (gemeente),male,35-45,"Hbo-, wo-master, doctor",D66
1070,GM0230    ,Elburg,female,45-55,"Havo, vwo, mbo2-4",CDA
1071,GM0758    ,Breda,male,35-45,"Hbo-, wo-bachelor",VVD
1072,GM0995    ,Lelystad,female,35-45,"Hbo-, wo-master, doctor",D66
1073,GM0917    ,Heerlen,female,45-55,Basisonderwijs,SP
1074,GM1711    ,Echt-Susteren,male,55-65,"Hbo-, wo-bachelor",CDA
1075,GM0163    ,Hellendoorn,male,35-45,"Hbo-, wo-bachelor",VVD
1076,GM0935    ,Maastricht,male,55-65,"Havo, vwo, mbo2-4",CDA
1077,GM0034    ,Almere,male,35-45,"Havo, vwo, mbo2-4",VVD
1078,GM0355    ,Zeist,female,55-65,"Hbo-, wo-master, doctor",D66
1079,GM0344    ,Utrecht (gemeente),male,65-75,"Havo, vwo, mbo2-4",VVD
1080,GM0606    ,Schiedam,male,25-35,"Havo, vwo, mbo2-4",VVD
1081,GM0828    ,Oss,female,55-65,"Havo, vwo, mbo2-4",50PLUS
1082,GM0537    ,Katwijk,female,35-45,"Havo, vwo, mbo2-4",D66
1083,GM0785    ,Goirle,female,35-45,"Hbo-, wo-bachelor",D66
1084,GM1669    ,Roerdalen,female,45-55,Basisonderwijs,CDA
1085,GM0307    ,Amersfoort,female,45-55,"Hbo-, wo-bachelor",D66
1086,GM0273    ,Putten,male,55-65,"Havo, vwo, mbo2-4",CDA
1087,GM0363    ,Amsterdam,male,35-45,"Hbo-, wo-master, doctor",D66
1088,GM0363    ,Amsterdam,female,55-65,"Hbo-, wo-master, doctor",D66
1089,GM0518    ,'s-Gravenhage (gemeente),female,35-45,"Hbo-, wo-bachelor",D66
1090,GM0405    ,Hoorn,female,35-45,"Hbo-, wo-bachelor",D66
1091,GM0439    ,Purmerend,male,45-55,"Hbo-, wo-bachelor",VVD
1092,GM0014    ,Groningen (gemeente),female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1093,GM0796    ,'s-Hertogenbosch,male,45-55,"Hbo-, wo-bachelor",VVD
1094,GM1931    ,Krimpenerwaard,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1095,GM0090    ,Smallingerland,female,55-65,"Hbo-, wo-bachelor",FNP
1096,GM0164    ,Hengelo (O.),female,35-45,"Havo, vwo, mbo2-4",VVD
1097,GM0183    ,Tubbergen,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1098,GM0307    ,Amersfoort,female,45-55,"Hbo-, wo-master, doctor",D66
1099,GM0189    ,Wierden,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1100,GM1926    ,Pijnacker-Nootdorp,male,35-45,Basisonderwijs,PVV
1101,GM1883    ,Sittard-Geleen,female,25-35,"Hbo-, wo-bachelor",D66
1102,GM0629    ,Wassenaar,male,45-55,"Havo, vwo, mbo2-4",VVD
1103,GM0345    ,Veenendaal,female,15-25,"Hbo-, wo-master, doctor",D66
1104,GM0252    ,Heumen,female,55-65,"Hbo-, wo-master, doctor",D66
1105,GM1978    ,Molenlanden,male,35-45,"Havo, vwo, mbo2-4",BBB
1106,GM1669    ,Roerdalen,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1107,GM0183    ,Tubbergen,male,65-75,"Havo, vwo, mbo2-4",CDA
1108,GM0153    ,Enschede,female,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1109,GM1621    ,Lansingerland,male,35-45,"Hbo-, wo-master, doctor",D66
1110,GM0855    ,Tilburg,male,65-75,Basisonderwijs,CDA
1111,GM0147    ,Borne,male,15-25,"Havo, vwo, mbo2-4",D66
1112,GM0479    ,Zaanstad,male,55-65,Basisonderwijs,PVV
1113,GM0344    ,Utrecht (gemeente),female,45-55,Basisonderwijs,Did not vote
1114,GM1911    ,Hollands Kroon,female,25-35,"Hbo-, wo-master, doctor",D66
1115,GM0222    ,Doetinchem,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1116,GM1681    ,Borger-Odoorn,female,45-55,"Havo, vwo, mbo2-4",BBB
1117,GM0307    ,Amersfoort,female,55-65,"Havo, vwo, mbo2-4",CDA
1118,GM0307    ,Amersfoort,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1119,GM0518    ,'s-Gravenhage (gemeente),female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1120,GM0439    ,Purmerend,female,25-35,"Hbo-, wo-bachelor",D66
1121,GM0622    ,Vlaardingen,female,45-55,"Havo, vwo, mbo2-4",GL-PvdA
1122,GM1948    ,Meierijstad,female,65-75,Basisonderwijs,50PLUS
1123,GM0867    ,Waalwijk,male,25-35,"Havo, vwo, mbo2-4",D66
1124,GM0873    ,Woensdrecht,female,35-45,"Hbo-, wo-master, doctor",D66
1125,GM0748    ,Bergen op Zoom,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1126,GM0797    ,Heusden,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1127,GM0626    ,Voorschoten,male,65-75,"Havo, vwo, mbo2-4",VVD
1128,GM0307    ,Amersfoort,male,15-25,"Havo, vwo, mbo2-4",Did not vote
1129,GM0114    ,Emmen,female,45-55,Basisonderwijs,50PLUS
1130,GM0794    ,Helmond,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1131,GM0642    ,Zwijndrecht,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1132,GM0405    ,Hoorn,female,45-55,"Havo, vwo, mbo2-4",VVD
1133,GM1734    ,Overbetuwe,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1134,GM0342    ,Soest,male,45-55,"Havo, vwo, mbo2-4",VVD
1135,GM0268    ,Nijmegen,female,55-65,Basisonderwijs,50PLUS
1136,GM0505    ,Dordrecht,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1137,GM0632    ,Woerden,male,45-55,"Hbo-, wo-bachelor",VVD
1138,GM0743    ,Asten,male,25-35,"Havo, vwo, mbo2-4",VVD
1139,GM0772    ,Eindhoven,male,25-35,"Hbo-, wo-bachelor",D66
1140,GM0193    ,Zwolle,male,35-45,"Hbo-, wo-bachelor",VVD
1141,GM1581    ,Utrechtse Heuvelrug,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
1142,GM1916    ,Leidschendam-Voorburg,male,15-25,"Havo, vwo, mbo2-4",VVD
1143,GM0327    ,Leusden,male,15-25,"Havo, vwo, mbo2-4",D66
1144,GM0050    ,Zeewolde,male,35-45,"Havo, vwo, mbo2-4",VVD
1145,GM0983    ,Venlo,male,25-35,"Havo, vwo, mbo2-4",D66
1146,GM0995    ,Lelystad,male,35-45,"Havo, vwo, mbo2-4",VVD
1147,GM0828    ,Oss,female,25-35,"Hbo-, wo-bachelor",D66
1148,GM1900    ,Súdwest-Fryslân,male,35-45,"Havo, vwo, mbo2-4",VVD
1149,GM0362    ,Amstelveen,female,55-65,"Hbo-, wo-bachelor",D66
1150,GM1948    ,Meierijstad,male,25-35,"Havo, vwo, mbo2-4",VVD
1151,GM0269    ,Oldebroek,female,55-65,"Havo, vwo, mbo2-4",BBB
1152,GM0935    ,Maastricht,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1153,GM0484    ,Alphen aan den Rijn,male,15-25,"Havo, vwo, mbo2-4",Did not vote
1154,GM1659    ,Laarbeek,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1155,GM0796    ,'s-Hertogenbosch,female,35-45,"Havo, vwo, mbo2-4",D66
1156,GM0794    ,Helmond,male,35-45,"Havo, vwo, mbo2-4",VVD
1157,GM1711    ,Echt-Susteren,female,25-35,"Havo, vwo, mbo2-4",D66
1158,GM0109    ,Coevorden,female,35-45,"Hbo-, wo-bachelor",D66
1159,GM0177    ,Raalte,female,15-25,"Havo, vwo, mbo2-4",D66
1160,GM0766    ,Dongen,female,35-45,"Hbo-, wo-master, doctor",D66
1161,GM0824    ,Oisterwijk,male,65-75,"Hbo-, wo-bachelor",CDA
1162,GM1991    ,Maashorst,female,25-35,"Havo, vwo, mbo2-4",D66
1163,GM1980    ,Dijk en Waard,male,25-35,"Havo, vwo, mbo2-4",VVD
1164,GM1709    ,Moerdijk,female,15-25,"Havo, vwo, mbo2-4",D66
1165,GM0406    ,Huizen,male,55-65,"Havo, vwo, mbo2-4",50PLUS
1166,GM0484    ,Alphen aan den Rijn,male,25-35,"Hbo-, wo-bachelor",D66
1167,GM0119    ,Meppel,male,25-35,"Havo, vwo, mbo2-4",D66
1168,GM0777    ,Etten-Leur,female,65-75,"Havo, vwo, mbo2-4",CDA
1169,GM0363    ,Amsterdam,male,45-55,"Hbo-, wo-bachelor",D66
1170,GM0757    ,Boxtel,female,45-55,"Havo, vwo, mbo2-4",CDA
1171,GM1883    ,Sittard-Geleen,male,45-55,"Havo, vwo, mbo2-4",CDA
1172,GM1773    ,Olst-Wijhe,female,45-55,"Hbo-, wo-bachelor",VVD
1173,GM0168    ,Losser,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1174,GM0363    ,Amsterdam,male,15-25,Basisonderwijs,Did not vote
1175,GM0579    ,Oegstgeest,female,65-75,"Hbo-, wo-bachelor",D66
1176,GM0797    ,Heusden,female,15-25,"Hbo-, wo-bachelor",D66
1177,GM1940    ,De Fryske Marren,male,55-65,"Havo, vwo, mbo2-4",CDA
1178,GM0772    ,Eindhoven,female,35-45,Basisonderwijs,Did not vote
1179,GM0453    ,Velsen,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1180,GM0344    ,Utrecht (gemeente),female,65-75,"Havo, vwo, mbo2-4",50PLUS
1181,GM1771    ,Geldrop-Mierlo,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1182,GM0163    ,Hellendoorn,female,55-65,"Hbo-, wo-bachelor",CDA
1183,GM0845    ,Sint-Michielsgestel,female,45-55,"Havo, vwo, mbo2-4",CDA
1184,GM1774    ,Dinkelland,female,55-65,"Hbo-, wo-bachelor",CDA
1185,GM1945    ,Berg en Dal,male,55-65,"Hbo-, wo-master, doctor",D66
1186,GM0074    ,Heerenveen,female,55-65,Basisonderwijs,CDA
1187,GM0153    ,Enschede,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1188,GM0715    ,Terneuzen,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1189,GM0518    ,'s-Gravenhage (gemeente),female,65-75,"Hbo-, wo-bachelor",CDA
1190,GM0363    ,Amsterdam,female,55-65,Basisonderwijs,50PLUS
1191,GM0119    ,Meppel,female,55-65,"Havo, vwo, mbo2-4",CDA
1192,GM0518    ,'s-Gravenhage (gemeente),female,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1193,GM0383    ,Castricum,male,65-75,"Hbo-, wo-bachelor",VVD
1194,GM0518    ,'s-Gravenhage (gemeente),male,55-65,Basisonderwijs,VVD
1195,GM1916    ,Leidschendam-Voorburg,female,35-45,"Havo, vwo, mbo2-4",VVD
1196,GM1655    ,Halderberge,male,15-25,"Havo, vwo, mbo2-4",D66
1197,GM0935    ,Maastricht,male,15-25,"Hbo-, wo-bachelor",D66
1198,GM0995    ,Lelystad,female,25-35,"Havo, vwo, mbo2-4",VVD
1199,GM0858    ,Valkenswaard,female,55-65,"Hbo-, wo-bachelor",CDA
1200,GM1896    ,Zwartewaterland,male,35-45,"Havo, vwo, mbo2-4",BBB
1201,GM0865    ,Vught,male,15-25,"Havo, vwo, mbo2-4",D66
1202,GM0269    ,Oldebroek,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1203,GM0080    ,Leeuwarden,male,65-75,"Havo, vwo, mbo2-4",50PLUS
1204,GM0632    ,Woerden,male,15-25,"Havo, vwo, mbo2-4",D66
1205,GM0995    ,Lelystad,female,15-25,"Hbo-, wo-bachelor",D66
1206,GM0302    ,Nunspeet,female,55-65,"Havo, vwo, mbo2-4",CDA
1207,GM0150    ,Deventer,female,65-75,"Hbo-, wo-bachelor",50PLUS
1208,GM1930    ,Nissewaard,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1209,GM0935    ,Maastricht,female,35-45,"Hbo-, wo-master, doctor",D66
1210,GM0327    ,Leusden,female,55-65,"Havo, vwo, mbo2-4",CDA
1211,GM0171    ,Noordoostpolder,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",BBB
1212,GM0502    ,Capelle aan den IJssel,female,35-45,"Hbo-, wo-master, doctor",D66
1213,GM1640    ,Leudal,female,25-35,"Hbo-, wo-bachelor",D66
1214,GM0355    ,Zeist,male,35-45,"Hbo-, wo-bachelor",D66
1215,GM0957    ,Roermond,female,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1216,GM0114    ,Emmen,female,45-55,"Havo, vwo, mbo2-4",CDA
1217,GM0716    ,Tholen,female,55-65,"Havo, vwo, mbo2-4",CDA
1218,GM0344    ,Utrecht (gemeente),male,15-25,"Hbo-, wo-bachelor",D66
1219,GM0664    ,Goes,male,65-75,"Hbo-, wo-master, doctor",VVD
1220,GM0606    ,Schiedam,female,55-65,Basisonderwijs,VVD
1221,GM0268    ,Nijmegen,female,15-25,"Havo, vwo, mbo2-4",GL-PvdA
1222,GM1901    ,Bodegraven-Reeuwijk,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",BBB
1223,GM0603    ,Rijswijk (ZH.),female,55-65,"Hbo-, wo-master, doctor",D66
1224,GM1980    ,Dijk en Waard,male,45-55,"Hbo-, wo-bachelor",VVD
1225,GM0637    ,Zoetermeer,female,35-45,"Hbo-, wo-master, doctor",D66
1226,GM0034    ,Almere,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1227,GM0971    ,Stein (L.),female,35-45,"Hbo-, wo-master, doctor",D66
1228,GM1916    ,Leidschendam-Voorburg,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1229,GM0758    ,Breda,male,35-45,Basisonderwijs,Did not vote
1230,GM0086    ,Opsterland,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",BBB
1231,GM0599    ,Rotterdam,female,55-65,"Havo, vwo, mbo2-4",CDA
1232,GM0865    ,Vught,female,55-65,"Hbo-, wo-bachelor",CDA
1233,GM1970    ,Noardeast-Fryslân,female,55-65,"Hbo-, wo-bachelor",CDA
1234,GM0392    ,Haarlem,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1235,GM1894    ,Peel en Maas,male,55-65,"Havo, vwo, mbo2-4",CDA
1236,GM0917    ,Heerlen,female,55-65,Basisonderwijs,PVV
1237,GM1901    ,Bodegraven-Reeuwijk,female,25-35,"Havo, vwo, mbo2-4",VVD
1238,GM1978    ,Molenlanden,male,45-55,"Hbo-, wo-bachelor",VVD
1239,GM0610    ,Sliedrecht,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1240,GM0098    ,Weststellingwerf,male,35-45,"Hbo-, wo-bachelor",VVD
1241,GM1894    ,Peel en Maas,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1242,GM0772    ,Eindhoven,male,45-55,Basisonderwijs,CDA
1243,GM1966    ,Het Hogeland,female,55-65,"Hbo-, wo-master, doctor",D66
1244,GM0014    ,Groningen (gemeente),male,55-65,"Hbo-, wo-master, doctor",VVD
1245,GM0855    ,Tilburg,male,35-45,"Hbo-, wo-bachelor",D66
1246,GM0392    ,Haarlem,male,35-45,"Hbo-, wo-bachelor",VVD
1247,GM0114    ,Emmen,female,65-75,"Havo, vwo, mbo2-4",50PLUS
1248,GM1774    ,Dinkelland,female,35-45,"Havo, vwo, mbo2-4",CDA
1249,GM0637    ,Zoetermeer,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1250,GM0928    ,Kerkrade,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",SP
1251,GM0770    ,Eersel,female,65-75,"Hbo-, wo-bachelor",50PLUS
1252,GM0184    ,Urk,female,25-35,"Havo, vwo, mbo2-4",SGP
1253,GM0098    ,Weststellingwerf,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1254,GM0358    ,Aalsmeer,female,25-35,"Hbo-, wo-bachelor",D66
1255,GM0439    ,Purmerend,female,15-25,"Hbo-, wo-master, doctor",D66
1256,GM1859    ,Berkelland,female,65-75,"Havo, vwo, mbo2-4",CDA
1257,GM0451    ,Uithoorn,female,45-55,"Hbo-, wo-master, doctor",D66
1258,GM0779    ,Geertruidenberg,female,35-45,"Havo, vwo, mbo2-4",CDA
1259,GM0344    ,Utrecht (gemeente),male,25-35,"Hbo-, wo-bachelor",D66
1260,GM0797    ,Heusden,female,55-65,"Hbo-, wo-master, doctor",D66
1261,GM1655    ,Halderberge,male,25-35,"Havo, vwo, mbo2-4",CDA
1262,GM0546    ,Leiden,male,55-65,"Hbo-, wo-master, doctor",D66
1263,GM0828    ,Oss,male,35-45,"Havo, vwo, mbo2-4",VVD
1264,GM1954    ,Beekdaelen,male,35-45,"Hbo-, wo-bachelor",VVD
1265,GM1924    ,Goeree-Overflakkee,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1266,GM1773    ,Olst-Wijhe,female,65-75,"Havo, vwo, mbo2-4",CDA
1267,GM0363    ,Amsterdam,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1268,GM0394    ,Haarlemmermeer,female,15-25,"Havo, vwo, mbo2-4",D66
1269,GM1859    ,Berkelland,female,55-65,"Hbo-, wo-bachelor",CDA
